label,aapp,acab,acty,aggp,amas,amph,anab,anim,anst,antb,arch,bacs,bact,bdsu,bdsy,bhvr,biof,bird,blor,bmod,bodm,bpoc,bsoj,celc,celf,cell,cgab,chem,chvf,chvs,clas,clna,clnd,cnce,comd,crbs,diap,dora,drdd,dsyn,edac,eehu,elii,emod,emst,enty,enzy,euka,evnt,famg,ffas,fish,fndg,fngs,food,ftcn,genf,geoa,gngm,gora,grpa,grup,hcpp,hcro,hlcs,hops,horm,humn,idcn,imft,inbe,inch,inpo,inpr,irda,lang,lbpr,lbtr,mamm,mbrt,mcha,medd,menp,mnob,mobd,moft,mosq,neop,nnon,npop,nusq,ocac,ocdi,orch,orga,orgf,orgm,orgt,ortf,patf,phob,phpr,phsf,phsu,plnt,podg,popg,prog,pros,qlco,qnco,rcpt,rept,resa,resd,rnlw,sbst,shro,socb,sosy,spco,tisu,tmco,topp,virs,vita,vtbt
Fake,1,0,9,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,0,0,1,0,0,1,1,0,4,0,0,0,2,0,7,0,0,0,0,0,1,1,0,0,0,0,1,18,0,0,12,0,11,6,0,1,0,0,1,0,1,0,0,14,1,3,0,0,8,0,1,0,0,0,0,0,1,2,2,0,0,0,1,0,1,0,1,4,2,3,5,0,10,0,0,0,3,0,3,0,2,4,3,0,30,26,0,0,2,0,0,0,0,1,2,11,0,16,2,2,1,0
Fake,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,12,0,10,2,0,0,0,1,2,0,0,0,0,7,0,1,1,2,8,1,0,0,0,0,0,0,0,4,5,1,0,0,0,0,2,0,2,5,1,0,2,0,5,0,1,0,1,1,1,0,0,4,3,0,16,8,0,0,0,0,0,2,0,6,1,7,0,11,4,2,0,0
Fake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0
Fake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fake,1,0,11,3,0,0,0,1,1,0,0,2,0,2,2,0,0,0,3,4,3,4,1,1,2,0,0,0,2,1,0,1,1,10,1,0,0,3,0,23,0,0,5,0,0,1,1,0,0,0,0,0,32,0,5,34,1,10,7,0,2,0,1,2,0,2,0,3,15,2,1,5,0,17,3,0,0,1,0,0,1,8,6,8,0,0,0,1,0,2,0,3,5,12,6,3,1,2,2,2,0,7,1,23,0,2,6,6,0,72,47,0,0,4,0,0,3,0,5,11,10,0,36,8,4,7,0
Fake,2,0,4,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,8,0,0,0,0,0,0,0,1,0,3,0,0,12,0,0,21,1,12,3,2,1,0,0,1,0,0,0,0,14,2,2,1,0,9,0,1,3,0,1,0,0,0,5,9,0,0,0,1,1,1,0,3,3,0,0,2,2,6,0,1,0,2,1,3,1,1,7,12,0,34,14,0,0,3,0,0,3,0,2,1,6,0,19,2,2,0,0
Fake,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,6,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,1,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,1,1,0,6,0,0,0,1,0,0,0,0,0,0,0,0,1,1,4,0,0
Fake,3,0,9,0,0,0,0,2,0,0,0,3,0,3,0,0,0,0,1,8,0,3,0,0,0,1,0,1,0,0,1,0,0,13,0,0,1,1,0,15,1,0,0,0,0,0,1,0,1,2,0,0,13,0,2,33,0,12,2,2,0,2,1,3,0,2,0,1,26,1,2,0,0,14,1,1,4,0,1,2,2,1,6,18,0,0,0,3,0,1,1,3,7,3,4,4,2,10,0,0,1,6,0,8,0,0,10,12,0,45,22,0,0,6,0,0,2,0,1,2,8,0,17,8,12,0,0
Fake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
TRUE,5,0,3,0,0,0,0,3,0,0,0,2,0,0,0,0,0,0,0,2,1,1,0,1,0,1,0,0,0,0,2,2,0,4,0,0,0,0,0,4,1,0,1,0,0,1,1,0,0,1,0,0,10,0,0,30,2,8,3,0,0,0,0,2,0,0,0,1,11,1,1,1,1,7,0,0,0,2,5,1,0,2,1,5,0,1,1,0,0,1,1,1,0,2,1,2,3,2,0,1,0,4,1,2,0,0,6,7,1,39,12,1,0,2,0,0,0,0,4,1,12,0,11,1,4,0,0
Fake,1,0,9,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,1,2,0,0,0,0,0,0,0,1,0,2,0,5,0,0,0,4,0,7,0,0,3,0,0,1,0,1,0,0,0,1,24,0,1,17,0,14,6,1,0,0,2,1,0,2,0,0,19,1,0,1,2,13,0,0,0,0,0,0,0,1,15,12,3,0,0,0,0,1,0,4,2,3,3,4,0,4,0,0,0,3,0,6,1,1,10,1,0,33,27,0,0,2,0,1,2,0,3,3,13,1,20,2,3,0,0
fake,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,2,0,3,0,0,0,0,0,0,1,1,1,1,0,1,6,0,0,8,0,5,2,0,0,1,0,1,0,0,0,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,3,3,1,0,2,1,1,0,0,0,3,1,2,1,0,2,1,0,10,5,0,0,0,0,0,0,0,4,1,8,0,10,0,2,0,0
Fake,1,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4,0,0,0,3,1,2,2,0,0,0,0,1,1,1,1,0,0,0,8,0,0,8,0,5,4,1,0,0,0,2,0,0,0,1,5,1,2,0,0,6,0,1,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,4,0,0,3,1,4,0,1,1,2,0,1,0,0,6,5,0,19,16,0,0,0,0,0,1,0,3,2,7,0,9,3,2,0,0
fake,0,0,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,10,0,2,0,0,0,0,1,3,0,0,0,2,2,0,0,0,0,5,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,4,0,0,0,2,1,1,0,0,0,6,0,1,5,4,0,12,16,0,0,1,0,0,0,0,1,2,6,0,9,4,1,2,0
fake,7,0,10,1,0,0,0,1,1,0,0,4,1,2,2,1,0,0,0,0,3,2,0,1,3,5,0,0,1,0,1,1,0,8,0,0,0,5,0,9,1,0,3,0,0,1,1,3,0,0,0,0,30,0,9,46,1,7,6,0,0,0,2,1,0,0,2,0,21,4,2,2,3,21,2,0,1,0,0,0,1,6,17,6,4,2,0,1,2,4,0,3,4,6,4,5,2,1,3,5,0,3,4,14,1,1,6,4,0,62,40,1,0,0,0,0,1,0,10,3,20,1,21,9,2,3,0
TRUE,6,0,5,0,0,0,1,0,1,0,0,3,0,2,1,0,1,0,0,0,1,5,0,3,1,4,0,1,0,0,0,1,0,6,0,0,0,2,0,16,0,0,2,0,0,0,1,0,0,3,0,0,15,0,0,29,0,3,6,0,0,0,0,1,0,1,0,1,11,3,0,0,3,4,1,0,0,0,2,0,0,2,1,7,1,1,1,0,2,0,1,4,1,5,3,4,2,0,0,2,0,2,1,10,0,1,4,3,0,34,16,0,0,1,0,0,0,0,5,2,7,1,11,4,3,0,0
TRUE,2,0,14,1,0,0,0,4,0,0,0,1,0,2,0,1,0,0,3,1,2,6,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,5,0,19,0,0,0,0,0,1,0,1,2,3,0,1,42,0,3,41,0,60,5,2,1,1,1,6,0,0,0,3,24,3,1,1,1,28,0,0,1,0,1,0,0,7,11,22,0,0,0,1,0,1,1,5,3,2,3,3,0,11,0,1,0,6,1,7,1,1,12,11,0,72,40,0,0,11,0,0,4,1,6,10,22,0,35,3,9,0,0
Fake,3,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,1,0,7,1,0,0,0,0,0,1,1,0,1,0,0,7,0,0,8,0,3,2,0,0,0,0,1,0,0,0,0,7,3,0,0,0,8,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,2,1,0,1,0,0,1,0,1,0,5,0,0,2,3,0,18,5,0,0,7,0,0,0,0,2,1,3,0,7,3,3,0,0
Fake,2,0,7,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,10,0,0,0,0,0,0,1,0,0,3,0,0,10,0,0,24,0,3,1,2,1,1,0,5,0,0,0,0,15,3,1,1,1,8,0,0,1,0,0,0,0,2,1,8,0,1,0,0,0,1,0,2,0,3,3,2,0,2,1,2,1,4,0,6,0,0,2,6,0,36,14,0,0,3,0,0,0,0,2,1,2,0,10,4,5,0,0
fake,2,0,6,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,1,0,1,0,0,0,5,0,1,8,0,4,1,1,1,0,0,0,0,0,0,0,9,1,0,0,0,12,0,1,1,0,0,0,0,1,1,4,0,0,0,0,0,1,0,1,5,2,0,1,0,2,0,2,0,4,0,3,0,2,2,4,0,20,11,0,0,3,0,0,0,0,1,1,5,0,14,0,3,0,0
fake,1,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,5,0,1,7,0,6,2,0,1,0,0,2,0,0,0,0,7,0,0,0,0,10,0,0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,1,4,0,0,0,0,6,0,2,0,2,0,1,1,2,5,10,0,12,21,0,0,3,0,0,0,0,1,4,4,0,10,1,2,0,0
fake,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,1,0,0,0,1,1,0,0,0,0,5,0,0,7,0,3,1,1,0,0,0,0,0,0,0,0,4,0,0,1,0,4,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,1,4,0,1,0,0,0,0,0,0,0,6,0,2,1,1,0,11,11,0,0,0,0,0,1,0,1,0,1,0,10,4,1,0,0
fake,1,0,4,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,6,0,1,7,0,4,2,0,0,0,0,1,0,0,0,0,5,1,1,1,0,7,0,0,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,1,3,0,1,0,2,1,0,1,0,0,7,0,1,3,6,0,5,11,0,0,2,0,0,0,0,4,1,1,1,10,2,3,0,0
fake,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,1,0,0,1,0,0,2,0,1,16,0,6,0,0,0,0,0,2,0,0,0,0,5,0,1,2,0,8,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,0,0,5,0,2,2,4,0,13,9,0,0,1,0,0,0,0,3,0,3,0,10,3,1,0,0
fake,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,1,0,5,1,0,0,0,0,0,1,0,0,0,0,0,4,0,0,15,0,4,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,6,0,0,0,0,0,0,0,1,4,3,1,0,0,0,0,0,0,1,3,2,1,0,0,2,0,0,1,0,0,3,0,1,4,4,0,21,12,0,0,9,0,0,0,0,1,2,2,0,8,1,1,0,0
fake,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,1,0,3,0,0,1,0,0,0,1,1,0,1,0,0,4,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,5,0,2,1,2,0,5,3,0,0,0,0,0,0,0,1,0,0,0,3,2,1,0,0
fake,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,3,0,0,1,0,0,0,1,0,0,1,0,0,4,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,1,2,0,5,0,1,3,2,0,6,10,0,0,0,0,0,0,0,1,1,0,0,6,0,1,0,0
TRUE,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,0,0,0,0,0,0,0,0,2,0,0,5,0,0,0,2,0,2,0,0,0,0,0,1,0,3,0,1,0,1,11,0,1,21,0,13,3,0,0,0,2,4,0,0,0,0,7,1,0,1,0,10,0,2,1,0,0,0,0,1,3,4,0,1,0,0,0,1,0,1,3,2,2,3,0,1,1,1,0,3,2,5,0,0,3,1,0,38,24,0,0,1,0,0,0,0,2,0,11,0,19,1,1,0,0
fake,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,7,0,0,0,0,0,0,0,0,0,1,0,0,9,0,0,7,0,5,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,5,0,1,0,0,2,0,0,0,1,2,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,2,0,1,0,1,3,1,0,6,8,0,0,0,0,0,0,0,0,0,3,0,7,1,4,0,0
fake,2,0,6,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,2,0,10,0,0,0,0,0,1,0,0,1,1,0,0,14,0,0,18,0,10,3,0,0,0,0,3,0,0,0,1,9,1,1,0,0,17,0,0,0,0,0,0,1,1,5,7,1,1,0,0,0,1,0,2,3,1,0,2,2,1,0,1,0,1,0,2,0,1,3,4,0,21,28,1,0,1,0,0,0,0,3,2,10,1,19,1,4,0,0
fake,1,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,1,1,0,1,0,0,11,0,0,8,0,12,2,1,0,0,1,1,0,0,0,0,6,0,2,2,0,6,0,0,0,0,0,0,0,0,5,3,0,0,0,1,0,0,0,1,0,1,0,2,1,3,0,1,0,1,0,1,0,1,6,6,0,13,6,0,0,1,0,0,1,0,1,2,2,0,18,1,2,0,0
fake,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,8,0,0,5,0,0,2,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,0,0,0,0,0,2,2,0,8,1,0,0,1,0,0,0,0,0,2,0,0,2,1,2,0,0
fake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
fake,24,0,14,0,1,0,0,3,0,0,0,10,0,5,1,0,1,0,1,4,0,4,0,3,0,6,0,0,0,0,1,5,0,13,1,0,1,0,0,10,0,0,1,0,0,0,2,0,1,3,0,0,29,0,1,45,7,9,10,0,0,0,0,2,0,0,0,1,26,9,0,0,3,22,1,0,5,1,2,1,0,3,6,8,0,2,0,0,2,3,2,1,3,3,2,2,1,6,1,1,0,2,2,7,0,2,9,5,0,71,32,5,0,6,0,0,0,0,2,10,20,3,24,5,8,0,0
TRUE,2,0,5,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0,0,16,1,1,5,0,0,0,0,1,0,0,0,0,12,1,1,0,0,16,0,0,1,0,1,1,0,3,2,5,0,0,0,0,4,0,1,1,1,0,1,1,1,4,0,0,0,0,0,1,0,0,1,4,0,20,13,0,0,3,0,0,0,0,0,0,8,0,4,1,4,0,0
fake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
fake,9,0,8,1,0,0,0,4,1,0,0,3,0,0,1,0,0,0,1,2,0,1,0,2,1,0,0,0,0,0,0,1,0,9,0,0,0,0,0,8,0,0,1,0,0,1,1,0,3,0,0,0,16,0,1,34,1,6,8,0,0,1,0,0,0,2,0,2,13,9,1,1,1,20,1,1,3,1,6,2,0,1,6,7,0,2,0,0,3,2,3,1,3,1,2,1,1,5,1,2,1,1,0,8,0,1,5,3,0,35,11,0,1,9,0,0,1,0,1,2,9,1,12,4,6,0,0
fake,5,0,9,0,1,0,0,2,0,0,0,3,0,0,0,1,0,0,0,4,2,1,0,1,1,0,0,0,0,0,1,2,0,4,1,0,0,2,0,6,0,0,0,0,0,0,1,1,0,1,0,0,13,0,2,24,5,7,4,0,1,0,1,2,0,0,0,1,16,1,2,1,1,19,0,1,3,1,2,1,0,2,5,11,0,0,0,0,2,0,2,1,4,5,1,1,1,3,0,0,0,2,0,11,1,1,3,8,0,37,20,0,0,7,0,0,1,0,2,1,11,0,19,2,5,0,0
TRUE,2,0,4,0,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,7,0,0,18,1,1,3,0,0,0,0,1,0,0,0,0,13,1,1,0,0,16,0,0,0,0,1,1,0,3,2,4,0,0,0,0,4,0,1,1,1,0,1,0,1,4,1,0,0,0,0,1,0,0,1,3,0,20,13,0,0,4,0,0,0,0,0,0,7,0,5,1,4,0,0
fake,5,0,9,2,0,0,0,2,1,2,0,5,2,3,1,0,0,1,0,6,4,4,0,0,0,1,0,0,0,0,1,3,0,9,0,0,0,1,0,33,0,0,3,0,0,1,1,2,1,0,0,0,24,1,10,26,2,7,2,0,1,1,1,2,0,1,0,1,18,3,0,1,1,20,0,0,2,0,5,0,1,2,5,10,1,0,0,0,0,1,0,3,1,14,2,3,1,2,1,1,0,1,2,19,10,0,6,2,0,55,28,0,0,6,0,0,4,0,4,4,6,0,22,12,8,8,0
fake,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,6,0,0,1,0,0,0,0,2,0,0,0,7,1,1,0,0
fake,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,5,0,1,12,0,15,2,0,0,1,0,1,0,0,0,0,8,0,1,0,0,10,0,0,0,0,1,0,0,0,3,4,0,0,1,0,0,1,0,3,1,0,0,0,3,2,0,0,0,3,0,1,0,0,3,4,0,16,8,0,0,3,0,0,1,0,2,1,3,0,11,2,3,0,0
Fake,1,0,19,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,2,5,1,3,0,0,0,0,0,0,0,0,0,2,0,14,1,0,0,1,0,9,1,0,0,0,0,1,1,1,1,0,0,0,26,0,3,42,1,21,0,3,1,1,2,5,0,2,0,2,28,1,3,1,0,32,0,1,1,1,2,0,1,3,11,15,1,2,0,0,0,2,0,3,5,4,3,3,2,11,0,3,1,4,3,6,3,2,13,19,0,58,40,0,0,7,1,1,1,0,11,3,17,0,31,5,3,0,0
Fake,2,0,12,0,0,0,0,1,1,2,0,5,2,1,3,0,1,1,2,2,5,8,0,0,1,6,0,0,1,0,1,1,0,12,0,0,2,1,0,10,0,1,1,0,0,1,3,3,0,2,0,1,19,0,9,36,0,4,5,1,0,0,3,1,0,1,1,1,15,0,1,3,6,11,2,0,2,0,1,0,0,3,10,10,2,1,0,4,0,3,0,0,1,24,4,4,1,0,2,1,0,1,5,31,11,1,8,0,0,60,27,0,0,1,0,0,3,0,4,4,12,2,13,5,1,1,0
fake,2,0,15,2,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,1,1,5,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,1,0,12,0,0,0,0,0,1,1,2,1,4,0,0,29,0,0,33,0,24,5,1,1,1,2,4,0,0,0,3,24,3,4,0,0,12,0,1,1,1,1,0,0,7,9,20,1,0,0,1,1,4,0,6,6,3,2,4,0,8,1,2,0,5,1,8,3,1,16,10,0,45,28,0,0,4,1,1,0,0,7,3,17,0,19,2,8,0,0
fake,3,0,11,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,1,0,5,0,0,0,3,0,8,0,1,0,0,0,1,0,4,1,2,0,0,40,0,1,31,0,28,11,2,0,0,2,8,0,1,0,1,21,3,5,0,0,19,0,1,0,1,0,0,1,10,12,17,0,2,0,1,0,3,1,10,5,4,2,4,0,3,0,2,0,3,1,9,4,0,15,8,0,46,28,0,0,1,0,2,1,0,10,4,16,1,26,6,2,0,0
Fake,3,0,10,1,0,0,0,1,1,0,0,0,0,1,2,0,2,0,2,1,2,4,0,1,0,0,0,1,0,0,1,5,0,5,3,0,1,2,0,30,0,1,5,0,0,0,1,2,1,0,0,0,27,0,8,44,0,20,0,1,1,1,0,4,0,1,1,2,20,3,1,1,4,34,0,0,2,0,3,0,1,5,12,10,1,0,0,1,0,4,0,2,1,8,2,4,1,5,0,3,1,3,2,14,1,2,14,11,0,62,37,0,0,6,0,0,3,0,5,9,19,2,34,9,5,5,0
fake,3,0,16,0,0,0,0,1,1,0,0,3,0,1,0,0,0,2,3,0,2,8,0,0,1,1,0,0,1,0,2,0,0,8,0,0,1,5,0,8,0,1,4,0,0,2,0,1,0,1,0,0,19,0,0,27,0,25,2,0,0,1,0,3,0,0,0,1,15,1,0,1,1,18,0,0,3,0,0,0,0,2,5,24,0,2,0,0,1,5,1,5,3,2,3,7,0,5,1,3,0,10,1,2,2,1,7,4,0,53,33,0,0,4,0,0,3,0,5,7,24,1,22,3,3,0,0
fake,5,0,9,2,0,0,0,1,1,2,0,6,2,3,1,0,0,0,0,6,3,4,0,1,0,1,0,0,0,1,1,2,0,10,0,0,0,0,0,32,0,0,4,0,0,1,2,2,1,0,0,0,24,1,7,30,2,9,3,0,1,1,1,2,0,1,0,1,15,3,1,1,1,20,0,0,3,0,3,0,1,2,5,12,0,1,0,0,1,1,0,3,2,14,2,3,2,2,1,2,0,1,2,19,8,0,5,2,0,55,30,0,0,7,0,0,4,0,3,3,6,1,23,11,7,8,0
fake,2,1,18,0,0,0,0,3,1,0,0,2,0,2,1,0,1,1,2,2,1,5,0,4,0,2,0,1,0,1,1,2,0,7,0,0,0,5,0,12,1,0,0,0,0,1,1,5,2,1,0,0,26,0,3,53,2,23,5,2,0,0,1,5,0,3,0,2,19,4,4,0,4,20,1,0,4,0,3,1,1,4,15,13,0,0,0,2,3,2,0,0,7,4,1,4,3,7,0,2,0,11,3,5,4,0,14,11,0,66,29,1,0,6,0,0,2,0,10,7,18,0,27,6,4,0,0
Fake,2,0,2,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,1,0,0,0,1,1,0,1,0,0,11,0,15,8,0,0,1,0,0,0,0,1,0,0,0,0,5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,10,1,1,0,1,0,0,0,1,1,9,2,0,1,0,0,15,8,0,0,0,0,0,1,0,4,0,1,1,5,3,2,4,0
Fake,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,4,0,0,1,0,0,0,1,0,1,0,0,0,7,0,0,12,0,3,0,1,0,0,0,2,0,0,0,1,6,1,0,0,0,5,0,0,1,0,0,1,1,1,2,6,0,0,0,0,0,0,0,0,1,1,1,1,1,4,1,2,0,1,1,2,0,0,4,2,0,9,4,0,0,0,0,0,0,0,6,1,1,0,4,2,3,0,0
